address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months,north_south_address,purpose_clustered,daysdiff_issue_pull,pull_after_issue,last_next_diff,end_date,time_to_last_payment,log_loan_amount,emp_category,installment_sqrt,total_acc_sqrt,total_payment_sqrt,payment_progress,loan_to_income
VT,Other,OTHER,2021-11-08,2021-04-16,2021-11-11,Fully Paid,2021-12-11,other,Not Verified,40104.0,0.2253,335.6,0.1272,10000,38,12081,10,2,2.6,2021,11,8,0,2021,4,16,4,2021,11,11,3,2021,12,11,5,36,North,Other,206,1,0,2024-11-08,0,9.210340371976184,Other,18.31938863608718,6.164414002968976,109.9136024339117,0.9999503377036154,0.24935168561739476
KS,Other,OTHER,2021-11-08,2021-03-11,2021-02-11,Fully Paid,2021-03-11,other,Not Verified,39996.0,0.0,314.51,0.1557,9000,25,11147,0,4,4.4,2021,11,8,0,2021,3,11,3,2021,2,11,3,2021,3,11,3,36,South,Other,242,1,0,2024-11-08,0,9.104979856318357,Other,17.73442979066426,5.0,105.57935404235053,0.9845120628561536,0.22502250225022502
MT,Other,OWN,2021-04-08,2021-02-11,2021-02-11,Fully Paid,2021-03-11,other,Not Verified,27000.0,0.0538,188.02,0.08,6000,22,6761,1,0,0.4,2021,4,8,3,2021,2,11,3,2021,2,11,3,2021,3,11,3,36,North,Other,56,1,0,2024-04-08,0,8.699514748210191,Other,13.712038506363669,4.69041575982343,82.22530024268686,0.9988594593955725,0.2222222222222222
NJ,Other,OWN,2021-03-11,2021-03-14,2021-03-14,Fully Paid,2021-04-14,other,Not Verified,50004.0,0.0168,310.1,0.0729,10000,6,11164,1,0,0.6,2021,3,11,3,2021,3,14,6,2021,3,14,6,2021,4,14,2,36,North,Other,-3,0,0,2024-03-11,0,9.210340371976184,Other,17.60965644185031,2.449489742783178,105.65983153497832,1.000035830735605,0.1999840012798976
CA,Other,OWN,2021-10-11,2021-01-16,2021-11-14,Fully Paid,2021-12-14,other,Not Verified,60000.0,0.0726,350.01,0.0603,11500,24,12600,10,0,0.0,2021,10,11,0,2021,1,16,5,2021,11,14,6,2021,12,14,1,36,South,Other,268,1,0,2024-10-11,0,9.350102314351341,Other,18.708554193202637,4.898979485566356,112.24972160321825,0.9999714293877318,0.19166666666666668
TX,Other,OWN,2021-04-08,2021-03-08,2021-05-08,Fully Paid,2021-06-08,other,Not Verified,185000.0,0.1197,155.95,0.0768,5000,19,5032,10,0,0.2,2021,4,8,3,2021,3,8,0,2021,5,8,5,2021,6,8,1,36,South,Other,31,1,0,2024-04-08,0,8.517193191416238,Other,12.487994234463756,4.358898943540674,70.9365914038728,0.8962986712265327,0.02702702702702703
CA,Other,OWN,2021-03-08,2021-01-09,2021-02-09,Fully Paid,2021-03-09,other,Not Verified,43200.0,0.0083,187.14,0.0768,6000,22,6340,10,0,0.2,2021,3,8,0,2021,1,9,5,2021,2,9,1,2021,3,9,1,36,South,Other,58,1,0,2024-03-08,0,8.699514748210191,Other,13.679912280420513,4.69041575982343,79.62411694957753,0.941066106183131,0.1388888888888889
CT,Other,OWN,2021-12-10,2021-04-16,2021-09-12,Fully Paid,2021-10-12,other,Not Verified,65000.0,0.0831,365.99,0.0617,12000,14,12956,10,0,0.4,2021,12,10,4,2021,4,16,4,2021,9,12,6,2021,10,12,1,36,North,Other,238,1,0,2024-12-10,0,9.392661928770137,Other,19.130865113737016,3.7416573867739413,113.82442620105756,0.9833298420418287,0.18461538461538463
CA,Other,OWN,2021-03-10,2021-03-12,2021-03-12,Fully Paid,2021-04-12,other,Not Verified,20000.0,0.096,154.7,0.0714,5000,15,5499,10,0,0.4,2021,3,10,2,2021,3,12,4,2021,3,12,4,2021,4,12,0,36,South,Other,-2,0,0,2024-03-10,0,8.517193191416238,Other,12.437845472588892,3.872983346207417,74.15524256584965,0.9873949579831933,0.25
MN,Other,OWN,2021-12-09,2021-05-13,2021-11-11,Fully Paid,2021-12-11,other,Not Verified,72000.0,0.0342,312.19,0.0774,10000,33,11062,10,0,0.4,2021,12,9,3,2021,5,13,3,2021,11,11,3,2021,12,11,5,36,North,Other,210,1,0,2024-12-09,0,9.210340371976184,Other,17.66889923000298,5.744562646538029,105.17604289951205,0.9842652800466952,0.1388888888888889
VA,Other,OWN,2021-06-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,other,Not Verified,39000.0,0.2828,30.88,0.0699,1000,26,1111,10,0,0.4,2021,6,11,4,2021,4,14,2,2021,4,14,2,2021,5,14,4,36,South,Other,58,1,0,2024-06-11,0,6.907755278982137,Other,5.556977595779922,5.0990195135927845,33.331666624997915,0.99938831318365,0.02564102564102564
MA,Other,OWN,2021-11-11,2021-10-15,2021-08-13,Fully Paid,2021-09-13,other,Not Verified,47000.0,0.1787,217.78,0.0751,7000,43,7661,10,0,0.4,2021,11,11,3,2021,10,15,4,2021,8,13,4,2021,9,13,0,36,North,Other,27,1,0,2024-11-11,0,8.85366542803745,Other,14.757371039585609,6.557438524302,87.52713864853574,0.9771583963428945,0.14893617021276595
MI,Other,OWN,2021-10-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,other,Not Verified,24996.0,0.0542,155.56,0.0751,5000,13,5561,10,0,0.6,2021,10,10,6,2021,2,13,5,2021,2,13,5,2021,3,13,5,36,North,Other,239,1,0,2024-10-10,0,8.517193191416238,Other,12.472369462135092,3.605551275463989,74.57211275000863,0.9930073426473529,0.20003200512081934
NY,Other,OWN,2021-11-08,2021-09-15,2021-12-11,Fully Paid,2022-01-11,other,Not Verified,48000.0,0.0075,41.39,0.0907,1300,10,1490,10,0,0.6,2021,11,8,0,2021,9,15,2,2021,12,11,5,2022,1,11,1,36,North,Other,54,1,0,2024-11-08,0,7.170119543449628,Other,6.433506042586733,3.1622776601683795,38.600518131237564,0.999973155083085,0.027083333333333334
NJ,Other,OWN,2021-06-09,2021-06-12,2021-07-12,Fully Paid,2021-08-12,other,Not Verified,60000.0,0.1362,159.74,0.0932,5000,21,5750,10,0,0.6,2021,6,9,2,2021,6,12,5,2021,7,12,0,2021,8,12,3,36,North,Other,-3,0,0,2024-06-09,0,8.517193191416238,Other,12.638829059687453,4.58257569495584,75.82875444051551,0.999888708039453,0.08333333333333333
AL,No title,OWN,2021-06-11,2021-04-16,2021-06-14,Fully Paid,2021-07-14,other,Not Verified,20000.0,0.1788,37.33,0.0749,1200,15,1344,10,0,0.6,2021,6,11,4,2021,4,16,4,2021,6,14,0,2021,7,14,2,36,South,Other,56,1,0,2024-06-11,0,7.090076835776092,Tech/Telecom,6.109828148156051,3.872983346207417,36.66060555964672,1.0000892936869363,0.06
VA,No title,OWN,2021-10-09,2021-11-12,2021-10-12,Fully Paid,2021-11-12,other,Not Verified,149385.0,0.0124,222.41,0.0894,7000,20,8006,10,0,0.8,2021,10,9,5,2021,11,12,4,2021,10,12,1,2021,11,12,4,36,South,Other,-34,0,0,2024-10-09,0,8.85366542803745,Tech/Telecom,14.913416778190033,4.47213595499958,89.47625383307015,0.9999050802072249,0.04685878769622118
NJ,Other,OWN,2021-09-11,2021-05-16,2021-10-14,Fully Paid,2021-11-14,other,Not Verified,52000.0,0.162,317.54,0.089,10000,20,11431,10,0,0.8,2021,9,11,5,2021,5,16,6,2021,10,14,3,2021,11,14,6,36,North,Other,118,1,0,2024-09-11,0,9.210340371976184,Other,17.81965207292219,4.47213595499958,106.91585476438937,0.999961509661075,0.19230769230769232
NY,Other,OWN,2021-02-10,2021-04-16,2021-02-12,Fully Paid,2021-03-12,other,Not Verified,26400.0,0.165,124.44,0.0751,4000,7,4411,2,0,0.6,2021,2,10,2,2021,4,16,4,2021,2,12,4,2021,3,12,4,36,North,Other,-65,0,0,2024-02-10,0,8.294049640102028,Other,11.155267813907473,2.6457513110645907,66.41535966928132,0.9846333797635629,0.15151515151515152
CA,Other,OWN,2021-06-11,2021-07-14,2021-07-14,Fully Paid,2021-08-14,other,Not Verified,18000.0,0.0573,121.67,0.0599,4000,11,4380,3,0,0.2,2021,6,11,4,2021,7,14,2,2021,7,14,2,2021,8,14,5,36,South,Other,-33,0,0,2024-06-11,0,8.294049640102028,Other,11.030412503619255,3.3166247903554,66.18156843109719,0.9999726034903154,0.2222222222222222
NY,Other,OWN,2021-06-11,2021-02-14,2021-02-14,Fully Paid,2021-03-14,other,Not Verified,24000.0,0.048,129.67,0.0699,4200,7,4661,5,0,0.4,2021,6,11,4,2021,2,14,6,2021,2,14,6,2021,3,14,6,36,North,Other,117,1,0,2024-06-11,0,8.34283980427146,Other,11.387273598188461,2.6457513110645907,68.27151675479314,0.9984747607173766,0.175
NY,CSC,OWN,2021-01-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,other,Not Verified,99500.0,0.0174,124.88,0.0774,4000,13,4496,5,0,0.4,2021,1,10,6,2021,2,13,5,2021,2,13,5,2021,3,13,5,36,North,Other,-34,0,0,2024-01-10,0,8.294049640102028,Other,11.174972035759195,3.605551275463989,67.05221845696084,1.0000711794433768,0.04020100502512563
NJ,Other,OWN,2021-08-11,2021-05-16,2021-02-14,Fully Paid,2021-03-14,other,Not Verified,75000.0,0.221,347.2,0.0849,11000,15,12356,6,0,0.8,2021,8,11,2,2021,5,16,6,2021,2,14,6,2021,3,14,6,36,North,Other,87,1,0,2024-08-11,0,9.305650551780507,Other,18.633303518163384,3.872983346207417,111.15754585272202,0.9885432667690733,0.14666666666666667
NY,Other,OWN,2021-04-10,2021-04-16,2021-09-12,Fully Paid,2021-10-12,other,Not Verified,18000.0,0.09,406.65,0.0788,13000,25,14352,6,0,0.8,2021,4,10,5,2021,4,16,4,2021,9,12,6,2021,10,12,1,36,North,Other,-6,0,0,2024-04-10,0,9.472704636443673,Other,20.16556470818509,5.0,119.7998330549755,0.9803680478708144,0.7222222222222222
NY,Other,OWN,2021-09-11,2021-09-15,2021-09-14,Fully Paid,2021-10-14,other,Not Verified,56000.0,0.234,61.75,0.0699,2000,34,2223,8,0,0.4,2021,9,11,5,2021,9,15,2,2021,9,14,1,2021,10,14,3,36,North,Other,-4,0,0,2024-09-11,0,7.600902459542082,Other,7.858116822750856,5.830951894845301,47.148700936505136,1.0,0.03571428571428571
NM,Other,OWN,2021-04-10,2021-08-15,2021-06-11,Fully Paid,2021-07-11,other,Not Verified,26748.0,0.0754,125.13,0.0788,4000,32,4307,8,0,0.8,2021,4,10,5,2021,8,15,6,2021,6,11,4,2021,7,11,6,36,South,Other,-127,0,0,2024-04-10,0,8.294049640102028,Other,11.186152153444008,5.656854249492381,65.62773803811922,0.956116749691432,0.14954389113204725
CA,Other,OWN,2021-11-10,2021-09-13,2021-09-13,Fully Paid,2021-10-13,other,Not Verified,45000.0,0.1,91.5,0.0617,3000,29,3293,9,0,0.4,2021,11,10,2,2021,9,13,0,2021,9,13,0,2021,10,13,2,36,South,Other,58,1,0,2024-11-10,0,8.006367567650246,Other,9.565563234854496,5.385164807134504,57.38466694161429,0.9996964177292046,0.06666666666666667
DC,Other,OWN,2021-11-10,2021-04-13,2021-04-13,Fully Paid,2021-05-13,other,Not Verified,40000.0,0.2337,150.8,0.0542,5000,12,5405,0,0,0.0,2021,11,10,2,2021,4,13,1,2021,4,13,1,2021,5,13,3,36,South,Other,211,1,0,2024-11-10,0,8.517193191416238,Other,12.280065146407,3.4641016151377544,73.5187051028512,0.9956159740642498,0.125
TX,Retired,OWN,2021-04-08,2021-04-11,2021-04-11,Fully Paid,2021-05-11,other,Not Verified,98000.0,0.0,62.1,0.0737,2000,22,2235,0,0,0.0,2021,4,8,3,2021,4,11,6,2021,4,11,6,2021,5,11,1,36,South,Other,-3,0,0,2024-04-08,0,7.600902459542082,Other,7.880355321938218,4.69041575982343,47.275786614291256,0.9997316156736447,0.02040816326530612
MI,No title,OWN,2021-12-09,2021-03-11,2021-03-11,Fully Paid,2021-04-11,other,Not Verified,31000.0,0.0097,31.06,0.074,1000,27,1072,0,0,0.2,2021,12,9,3,2021,3,11,3,2021,3,11,3,2021,4,11,6,36,North,Other,273,1,0,2024-12-09,0,6.907755278982137,Tech/Telecom,5.573149917237109,5.196152422706632,32.7414110874898,0.9587178936824785,0.03225806451612903
PA,Other,OWN,2021-12-09,2021-12-12,2021-12-12,Fully Paid,2022-01-12,other,Not Verified,24000.0,0.2455,93.66,0.0774,3000,26,3372,0,0,0.4,2021,12,9,3,2021,12,12,6,2021,12,12,6,2022,1,12,2,36,North,Other,-3,0,0,2024-12-09,0,8.006367567650246,Other,9.677809669548166,5.0990195135927845,58.0689245638319,1.0000711794433768,0.125
PA,No title,OWN,2021-01-10,2021-05-16,2021-01-13,Fully Paid,2021-02-13,other,Not Verified,36000.0,0.2237,312.19,0.0774,10000,27,11239,0,0,0.4,2021,1,10,6,2021,5,16,6,2021,1,13,2,2021,2,13,5,36,North,Other,-126,0,0,2024-01-10,0,9.210340371976184,Tech/Telecom,17.66889923000298,5.196152422706632,106.01414999895061,1.0000142363446762,0.2777777777777778
NJ,Other,OWN,2021-06-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,other,Not Verified,30422.5,0.0371,157.82,0.0849,5000,28,5681,10,0,0.8,2021,6,11,4,2021,6,14,0,2021,6,14,0,2021,7,14,2,36,North,Other,-3,0,0,2024-06-11,0,8.517193191416238,Other,12.562643034011593,5.291502622129181,75.37240874484509,0.9999084751967784,0.16435204207412277
OH,Other,OWN,2021-01-10,2021-11-12,2021-10-12,Fully Paid,2021-11-12,other,Not Verified,40000.0,0.1242,285.95,0.0894,9000,34,10281,1,0,0.8,2021,1,10,6,2021,11,12,4,2021,10,12,1,2021,11,12,4,36,North,Other,-306,0,0,2024-01-10,0,9.104979856318357,Other,16.91005617968196,5.830951894845301,101.39526616169022,0.998717724543918,0.225
CA,Other,OWN,2021-12-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,other,Not Verified,39456.0,0.2622,40.69,0.0662,1325,29,1465,10,0,0.2,2021,12,11,5,2021,5,16,6,2021,12,14,1,2022,1,14,4,36,South,Other,209,1,0,2024-12-11,0,7.1891677384203225,Other,6.378871373526825,5.385164807134504,38.27531841800928,1.0001092269462877,0.03358171127331711
NJ,Other,OWN,2021-12-09,2021-01-12,2021-05-12,Fully Paid,2021-06-12,other,Not Verified,52000.0,0.1643,155.3,0.074,5000,18,5581,10,0,0.2,2021,12,9,3,2021,1,12,1,2021,5,12,2,2021,6,12,5,36,North,Other,331,1,0,2024-12-09,0,8.517193191416238,Other,12.461942063739505,4.242640687119285,74.70609078247904,0.9982471202690133,0.09615384615384616
MT,Other,OWN,2021-02-10,2021-03-11,2021-03-11,Fully Paid,2021-04-11,other,Not Verified,34656.0,0.2039,171.11,0.0751,5500,23,5855,2,0,0.6,2021,2,10,2,2021,3,11,3,2021,3,11,3,2021,4,11,6,36,North,Other,-29,0,0,2024-02-10,0,8.612503371220562,Other,13.080902109564157,4.795831523312719,76.51797174520506,0.9504931850206818,0.1587026777469991
LA,Other,OWN,2021-11-09,2021-06-12,2021-06-12,Fully Paid,2021-07-12,other,Not Verified,14400.0,0.2342,108.15,0.0705,3500,15,3884,3,0,0.0,2021,11,9,1,2021,6,12,5,2021,6,12,5,2021,7,12,0,36,South,Other,150,1,0,2024-11-09,0,8.160518247477505,Other,10.399519219656263,3.872983346207417,62.321745803531535,0.9975856577798325,0.24305555555555555
RI,Merrill Lynch,OWN,2021-12-11,2021-03-12,2021-03-12,Fully Paid,2021-04-12,other,Not Verified,50000.0,0.0679,164.11,0.0751,5275,37,5372,5,0,0.4,2021,12,11,5,2021,3,12,4,2021,3,12,4,2021,4,12,0,36,North,Other,274,1,0,2024-12-11,0,8.570733958344267,Other,12.81054253339803,6.082762530298219,73.29392880723478,0.9092817148389629,0.1055
IL,Other,OWN,2021-11-09,2021-10-11,2021-10-11,Fully Paid,2021-11-11,other,Not Verified,69570.0,0.0436,46.83,0.0774,1500,9,1655,0,0,0.4,2021,11,9,1,2021,10,11,0,2021,10,11,0,2021,11,11,3,36,North,Other,29,1,0,2024-11-09,0,7.313220387090301,Other,6.84324484437025,3.0,40.681691213615984,0.981683156571049,0.0215610176800345
NY,Other,OWN,2021-08-09,2021-04-16,2021-01-12,Fully Paid,2021-02-12,other,Not Verified,28000.0,0.0171,111.21,0.0894,3500,11,3974,0,0,0.8,2021,8,9,0,2021,4,16,4,2021,1,12,1,2021,2,12,4,36,North,Other,115,1,0,2024-08-09,0,8.160518247477505,Other,10.545615202537972,3.3166247903554,63.03967004989794,0.9926165712515861,0.125
MD,Other,OWN,2021-05-09,2021-05-12,2021-05-12,Fully Paid,2021-06-12,other,Not Verified,52000.0,0.0683,96.29,0.0963,3000,17,3466,8,0,0.8,2021,5,9,6,2021,5,12,2,2021,5,12,2,2021,6,12,5,36,North,Other,-3,0,0,2024-05-09,0,8.006367567650246,Other,9.812746812182612,4.123105625617661,58.872744118140105,0.9998730686237177,0.057692307692307696
NY,Other,OWN,2021-01-11,2021-05-16,2021-06-11,Fully Paid,2021-07-11,other,Not Verified,45000.0,0.0467,305.0,0.0617,10000,24,10244,10,0,0.4,2021,1,11,0,2021,5,16,6,2021,6,11,4,2021,7,11,6,36,North,Other,-125,0,0,2024-01-11,0,9.210340371976184,Other,17.46424919657298,4.898979485566356,101.21264743103995,0.9329690346083789,0.2222222222222222
NJ,Other,OWN,2021-05-10,2021-11-14,2021-05-13,Fully Paid,2021-06-13,other,Not Verified,54000.0,0.1847,186.66,0.0751,6000,29,6720,10,0,0.6,2021,5,10,0,2021,11,14,6,2021,5,13,3,2021,6,13,6,36,North,Other,-188,0,0,2024-05-10,0,8.699514748210191,Other,13.66235704408284,5.385164807134504,81.97560612767678,1.00003571556127,0.1111111111111111
CA,Other,OWN,2021-03-10,2021-03-16,2021-08-10,Fully Paid,2021-09-10,other,Not Verified,80340.0,0.1252,216.58,0.0714,7000,28,7160,2,0,0.4,2021,3,10,2,2021,3,16,1,2021,8,10,1,2021,9,10,4,36,South,Other,-6,0,0,2024-03-10,0,8.85366542803745,Other,14.716657229140047,5.291502622129181,84.61678320522472,0.9183160443664645,0.08712969878018421
AL,Other,OWN,2021-08-09,2021-09-12,2021-09-12,Fully Paid,2021-10-12,other,Not Verified,19000.0,0.0493,124.24,0.074,4000,14,4472,3,0,0.2,2021,8,9,0,2021,9,12,6,2021,9,12,6,2021,10,12,1,36,South,Other,-34,0,0,2024-08-09,0,8.294049640102028,Other,11.146299834474219,3.7416573867739413,66.87301398920195,0.9998569077770625,0.21052631578947367
NY,Other,OWN,2021-11-09,2021-05-16,2021-12-12,Fully Paid,2022-01-12,other,Not Verified,77250.0,0.1592,94.84,0.0859,3000,46,3414,4,0,0.6,2021,11,9,1,2021,5,16,6,2021,12,12,6,2022,1,12,2,36,North,Other,177,1,0,2024-11-09,0,8.006367567650246,Other,9.73858305915188,6.782329983125268,58.42944463196617,0.999929706171798,0.038834951456310676
NJ,Other,OWN,2021-06-10,2021-11-10,2021-10-10,Fully Paid,2021-11-10,other,Not Verified,42000.0,0.1666,93.34,0.0751,3000,19,3072,7,0,0.6,2021,6,10,3,2021,11,10,2,2021,10,10,6,2021,11,10,2,36,North,Other,-153,0,0,2024-06-10,0,8.006367567650246,Other,9.66126285741155,4.358898943540674,55.42562584220407,0.9142204128276551,0.07142857142857142
PA,Other,OWN,2021-01-10,2021-08-10,2021-08-10,Fully Paid,2021-09-10,other,Not Verified,123000.0,0.0767,126.45,0.0859,4000,27,4186,7,0,0.6,2021,1,10,6,2021,8,10,1,2021,8,10,1,2021,9,10,4,36,North,Other,-212,0,0,2024-01-10,0,8.294049640102028,Other,11.244998888394788,5.196152422706632,64.69930447848725,0.9195553798163526,0.032520325203252036
LA,No title,OWN,2021-01-10,2021-02-13,2021-03-13,Fully Paid,2021-04-13,other,Not Verified,27600.0,0.0843,303.46,0.0859,9600,26,10959,0,0,0.6,2021,1,10,6,2021,2,13,5,2021,3,13,5,2021,4,13,1,36,South,Other,-34,0,0,2024-01-10,0,9.169518377455928,Tech/Telecom,17.420103329199858,5.0990195135927845,104.68524251297315,1.0031525297128672,0.34782608695652173
MN,Other,OWN,2021-01-10,2021-03-16,2021-02-13,Fully Paid,2021-03-13,other,Not Verified,39124.0,0.1098,156.1,0.0774,5000,19,5620,10,0,0.4,2021,1,10,6,2021,3,16,1,2021,2,13,5,2021,3,13,5,36,North,Other,-65,0,0,2024-01-10,0,8.517193191416238,Other,12.493998559308384,4.358898943540674,74.96665925596525,1.0000711794433768,0.12779879357938861
PA,Other,OWN,2021-10-11,2021-07-14,2021-06-14,Fully Paid,2021-07-14,other,Not Verified,70254.0,0.2094,107.47,0.0662,3500,36,3858,10,0,0.2,2021,10,11,0,2021,7,14,2,2021,6,14,0,2021,7,14,2,36,North,Other,89,1,0,2024-10-11,0,8.160518247477505,Other,10.36677384724872,6.0,62.112800613078136,0.9971775069011507,0.04981922737495374
PA,Other,OWN,2021-09-10,2021-05-16,2021-08-13,Fully Paid,2021-09-13,other,Not Verified,54996.0,0.1796,171.11,0.0751,5500,25,6157,6,0,0.6,2021,9,10,4,2021,5,16,6,2021,8,13,4,2021,9,13,0,36,North,Other,117,1,0,2024-09-10,0,8.612503371220562,Other,13.080902109564157,5.0,78.46655338422862,0.9995194773992038,0.10000727325623682
OK,Other,OWN,2021-01-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,other,Not Verified,28000.0,0.2023,62.44,0.0774,2000,21,2248,9,0,0.4,2021,1,10,6,2021,2,13,5,2021,2,13,5,2021,3,13,5,36,South,Other,-34,0,0,2024-01-10,0,7.600902459542082,Other,7.901898506055364,4.58257569495584,47.41307836451879,1.0000711794433768,0.07142857142857142
OH,Other,OWN,2021-12-08,2021-12-11,2021-01-12,Fully Paid,2021-02-12,other,Not Verified,24000.0,0.2115,49.98,0.1221,1500,5,1799,1,1,1.8,2021,12,8,2,2021,12,11,5,2021,1,12,1,2021,2,12,4,36,North,Other,-3,0,0,2024-12-08,0,7.313220387090301,Other,7.069653456853454,2.23606797749979,42.41462012089699,0.9998443821973234,0.0625
CA,Other,OWN,2021-11-11,2021-08-15,2021-11-14,Fully Paid,2021-12-14,other,Not Verified,105000.0,0.1418,158.77,0.1171,4800,26,5715,10,1,1.4,2021,11,11,3,2021,8,15,6,2021,11,14,6,2021,12,14,1,36,South,Other,88,1,0,2024-11-11,0,8.476371196895983,Other,12.600396819148198,5.0990195135927845,75.59761901012492,0.9998740316180639,0.045714285714285714
MD,Other,OWN,2021-02-09,2021-05-16,2021-03-12,Fully Paid,2021-04-12,other,Not Verified,45000.0,0.1427,399.78,0.1221,12000,10,14392,10,1,1.8,2021,2,9,1,2021,5,16,6,2021,3,12,4,2021,4,12,0,36,North,Other,-96,0,0,2024-02-09,0,9.392661928770137,Other,19.99449924354196,3.1622776601683795,119.96666203575059,0.9999944413872075,0.26666666666666666
NY,Other,OWN,2021-01-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,other,Not Verified,55000.0,0.0956,66.94,0.1253,2000,31,2410,10,1,1.8,2021,1,10,6,2021,2,13,5,2021,2,13,5,2021,3,13,5,36,North,Other,-34,0,0,2024-01-10,0,7.600902459542082,Other,8.181686867633104,5.5677643628300215,49.09175083453431,1.000066394449424,0.03636363636363636
MD,Other,OWN,2021-04-08,2021-04-11,2021-04-11,Fully Paid,2021-05-11,other,Not Verified,52000.0,0.0533,138.92,0.1008,5000,10,5001,2,1,1.4,2021,4,8,3,2021,4,11,6,2021,4,11,6,2021,5,11,1,36,North,Other,-3,0,0,2024-04-08,0,8.517193191416238,Other,11.786432878526055,3.1622776601683795,70.71774883294857,0.999976005374796,0.09615384615384616
CA,Other,OWN,2021-01-10,2021-11-11,2021-11-11,Fully Paid,2021-12-11,other,Not Verified,54000.0,0.0478,319.68,0.1218,9600,6,11141,2,1,1.6,2021,1,10,6,2021,11,11,3,2021,11,11,3,2021,12,11,5,36,South,Other,-305,0,0,2024-01-10,0,9.169518377455928,Other,17.87959731090161,2.449489742783178,105.55093557141026,0.9680687632076521,0.17777777777777778
FL,Other,OWN,2021-05-11,2021-03-16,2021-05-14,Fully Paid,2021-06-14,other,Not Verified,24000.0,0.1765,81.37,0.1059,2500,5,2929,3,1,1.2,2021,5,11,1,2021,3,16,1,2021,5,14,4,2021,6,14,0,36,South,Other,56,1,0,2024-05-11,0,7.824046010856292,Other,9.020532135079394,2.23606797749979,54.120236510939236,0.9998907596302213,0.10416666666666667
MA,Other,OWN,2021-01-10,2021-03-15,2021-01-13,Fully Paid,2021-02-13,other,Not Verified,20000.0,0.1764,165.67,0.1183,5000,5,5965,3,1,1.4,2021,1,10,6,2021,3,15,0,2021,1,13,2,2021,2,13,5,36,North,Other,-64,0,0,2024-01-10,0,8.517193191416238,Other,12.87128587204868,2.23606797749979,77.23341245859851,1.000147549009745,0.25
NJ,US Government,OWN,2021-07-11,2021-05-16,2021-01-14,Fully Paid,2021-02-14,other,Not Verified,65004.0,0.1329,130.94,0.1099,4000,17,4690,3,1,1.4,2021,7,11,6,2021,5,16,6,2021,1,14,3,2021,2,14,6,36,North,Other,56,1,0,2024-07-11,0,8.294049640102028,Government/Civil Service,11.442901729893515,4.123105625617661,68.48357467305573,0.9949425521443239,0.06153467478924374
NY,Other,OWN,2021-12-09,2021-06-11,2021-07-11,Fully Paid,2021-08-11,other,Not Verified,30000.0,0.164,164.85,0.1148,5000,12,5707,4,1,1.2,2021,12,9,3,2021,6,11,4,2021,7,11,6,2021,8,11,2,36,North,Other,181,1,0,2024-12-09,0,8.517193191416238,Other,12.839392508993562,3.4641016151377544,75.54468876102409,0.9616486368078726,0.16666666666666666
NY,Other,OWN,2021-09-10,2021-01-14,2021-11-13,Fully Paid,2021-12-13,other,Not Verified,27504.0,0.216,65.6,0.1112,2000,10,2395,4,1,1.4,2021,9,10,4,2021,1,14,3,2021,11,13,5,2021,12,13,0,36,North,Other,239,1,0,2024-09-10,0,7.600902459542082,Other,8.099382692526634,3.1622776601683795,48.938737212968626,1.0141429539295392,0.07271669575334497
FL,Other,OWN,2021-02-11,2021-04-15,2021-02-14,Fully Paid,2021-03-14,other,Not Verified,54996.0,0.1246,324.42,0.1037,10000,13,11680,4,1,1.4,2021,2,11,3,2021,4,15,3,2021,2,14,6,2021,3,14,6,36,South,Other,-63,0,0,2024-02-11,0,9.210340371976184,Other,18.011662888251045,3.605551275463989,108.07404868885037,1.0000753481426683,0.18183140592043057
MT,Other,OWN,2021-08-09,2021-08-12,2021-08-12,Fully Paid,2021-09-12,other,Not Verified,29500.0,0.214,41.42,0.1183,1250,21,1491,4,1,1.4,2021,8,9,0,2021,8,12,3,2021,8,12,3,2021,9,12,6,36,North,Other,-3,0,0,2024-08-09,0,7.1308988302963465,Other,6.435837163881635,4.58257569495584,38.61346915261564,0.9999195235795911,0.0423728813559322
CA,Other,OWN,2021-03-10,2021-11-10,2021-10-10,Fully Paid,2021-11-10,other,Not Verified,15000.0,0.0424,150.59,0.1099,4600,9,4874,4,1,1.6,2021,3,10,2,2021,11,10,2,2021,10,10,6,2021,11,10,2,36,South,Other,-245,0,0,2024-03-10,0,8.433811582477187,Other,12.27151172431498,3.0,69.81403870282824,0.8990563044617099,0.30666666666666664
