address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months
MN,howdys transport,MORTGAGE,09-03-2021,12-03-2021,12-04-2021,Fully Paid,12-05-2021,Debt consolidation,Not Verified,57000.0,0.1876,172.35,0.08,5500,20,6205,3,0,0.4,2021,3,9,1,2021,3,12,4,2021,4,12,0,2021,5,12,2,36
CA,Triunfo-Mex Inc,RENT,11-04-2021,15-04-2021,12-02-2021,Fully Paid,12-03-2021,moving,Source Verified,23760.0,0.0929,90.35,0.1,2800,11,2990,2,1,1.2,2021,4,11,6,2021,4,15,3,2021,2,12,4,2021,3,12,4,36
TX,Red Lobster,RENT,11-11-2021,15-02-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,Verified,55000.0,0.1536,200.5,0.1242,6000,34,6215,3,1,1.6,2021,11,11,3,2021,2,15,0,2021,3,12,4,2021,4,12,0,36
NV,UnitedHealthcare,RENT,11-05-2021,16-05-2021,16-05-2021,Fully Paid,16-06-2021,small business,Verified,57491.0,0.2321,697.18,0.2062,25975,14,41830,4,5,5.2,2021,5,11,1,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
VA,U.S. House of Representatives,RENT,11-11-2021,16-05-2021,12-12-2021,Fully Paid,12-01-2022,Debt consolidation,Source Verified,64000.0,0.0998,407.17,0.1349,12000,9,13505,0,2,2.0,2021,11,11,3,2021,5,16,6,2021,12,12,6,2022,1,12,2,36
PA,UPMC,RENT,09-01-2021,16-05-2021,10-04-2021,Fully Paid,10-05-2021,Debt consolidation,Not Verified,45996.0,0.1591,384.87,0.1253,11500,21,12934,3,2,2.0,2021,1,9,5,2021,5,16,6,2021,4,10,5,2021,5,10,0,36
CA,Union Bank,MORTGAGE,11-11-2021,16-05-2021,14-05-2021,Fully Paid,14-06-2021,credit card,Source Verified,42000.0,0.1011,269.89,0.0751,8675,10,9681,3,0,0.4,2021,11,11,3,2021,5,16,6,2021,5,14,4,2021,6,14,0,36
MA,No title,MORTGAGE,10-07-2021,16-04-2021,13-07-2021,Fully Paid,13-08-2021,home improvement,Not Verified,46000.0,0.0224,163.11,0.1075,5000,15,5872,9,1,1.2,2021,7,10,5,2021,4,16,4,2021,7,13,1,2021,8,13,4,36
NY,Juma Technology,RENT,10-04-2021,16-04-2021,12-08-2021,Charged Off,12-09-2021,Debt consolidation,Not Verified,76000.0,0.2433,421.01,0.1025,13000,21,13445,2,1,1.2,2021,4,10,5,2021,4,16,4,2021,8,12,3,2021,9,12,6,36
CO,"Nelnet, Inc.",MORTGAGE,11-11-2021,15-11-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,Not Verified,100000.0,0.0803,280.01,0.0603,9200,29,10004,7,0,0.0,2021,11,11,3,2021,11,15,0,2021,2,14,6,2021,3,14,6,36
PA,JG Resources,RENT,08-03-2021,13-01-2021,11-04-2021,Fully Paid,11-05-2021,Debt consolidation,Not Verified,40800.0,0.2197,116.2,0.1197,3500,12,4183,2,2,2.6,2021,3,8,0,2021,1,13,2,2021,4,11,6,2021,5,11,1,36
CO,Sams Club,MORTGAGE,08-02-2021,09-03-2021,09-03-2021,Fully Paid,09-04-2021,major purchase,Not Verified,88000.0,0.1328,223.26,0.092,7000,35,7593,10,1,1.0,2021,2,8,0,2021,3,9,1,2021,3,9,1,2021,4,9,4,36
MO,Stephens College,MORTGAGE,11-10-2021,15-09-2021,12-07-2021,Fully Paid,12-08-2021,major purchase,Source Verified,35000.0,0.2654,156.46,0.079,5000,50,5267,5,0,0.6,2021,10,11,0,2021,9,15,2,2021,7,12,0,2021,8,12,3,36
PA,Calgon Carbon Corp,RENT,09-11-2021,16-05-2021,12-11-2021,Fully Paid,12-12-2021,Debt consolidation,Not Verified,57000.0,0.1078,317.93,0.1253,9500,25,11445,1,1,1.8,2021,11,9,1,2021,5,16,6,2021,11,12,4,2021,12,12,6,36
TX,Selman & Associates,MORTGAGE,10-08-2021,11-09-2021,11-09-2021,Fully Paid,11-10-2021,Debt consolidation,Verified,92000.0,0.1702,491.94,0.1112,15000,22,16543,7,1,1.4,2021,8,10,1,2021,9,11,5,2021,9,11,5,2021,10,11,0,36
CA,City of Hope National Medical Center,RENT,10-05-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,Not Verified,39562.0,0.1423,316.91,0.183,19000,16,18849,10,5,5.0,2021,5,10,0,2021,5,16,6,2021,10,14,3,2021,11,14,6,60
NJ,Bank of America,RENT,10-04-2021,16-05-2021,13-04-2021,Fully Paid,13-05-2021,major purchase,Source Verified,65000.0,0.1902,218.97,0.0788,7000,21,7914,2,0,0.8,2021,4,10,5,2021,5,16,6,2021,4,13,1,2021,5,13,3,36
CT,University of Hartford,RENT,11-12-2021,12-01-2021,12-01-2021,Fully Paid,12-02-2021,credit card,Source Verified,30000.0,0.2212,186.67,0.0751,6000,28,6038,6,0,0.4,2021,12,11,5,2021,1,12,1,2021,1,12,1,2021,2,12,4,36
MI,jcpenney,OWN,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,Not Verified,42000.0,0.0446,179.49,0.1749,5000,19,6494,5,3,3.8,2021,9,11,5,2021,9,14,1,2021,9,14,1,2021,10,14,3,36
AK,US Air Force,RENT,11-03-2021,15-03-2021,12-12-2021,Fully Paid,12-01-2022,Debt consolidation,Source Verified,100000.0,0.1483,524.66,0.1111,16000,36,18263,10,1,1.8,2021,3,11,3,2021,3,15,0,2021,12,12,6,2022,1,12,2,36
MD,Southwest Airlines,RENT,11-09-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,Source Verified,67920.0,0.1127,1013.81,0.079,32400,34,36204,10,0,0.6,2021,9,11,5,2021,5,16,6,2021,1,14,3,2021,2,14,6,36
PA,The Pennsylvania State University,RENT,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,other,Source Verified,21300.0,0.1054,210.83,0.1596,6000,17,7590,0,2,2.8,2021,10,11,0,2021,10,14,3,2021,10,14,3,2021,11,14,6,36
CA,Oracle Corporation,OWN,11-06-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,other,Verified,98000.0,0.1441,361.88,0.1807,10000,20,12903,6,3,3.6,2021,6,11,4,2021,1,14,3,2021,1,14,3,2021,2,14,6,36
WA,NRNW Fire,RENT,08-06-2021,16-05-2021,08-07-2021,Charged Off,08-08-2021,Debt consolidation,Not Verified,68844.0,0.2163,249.0,0.1197,7500,36,249,10,2,2.6,2021,6,8,1,2021,5,16,6,2021,7,8,3,2021,8,8,6,36
TX,U.S. Army,RENT,08-12-2021,16-05-2021,11-03-2021,Fully Paid,11-04-2021,wedding,Not Verified,34000.0,0.0752,79.96,0.1221,2400,7,2835,2,1,1.8,2021,12,8,2,2021,5,16,6,2021,3,11,3,2021,4,11,6,36
NC,Compass Group,MORTGAGE,11-04-2021,14-03-2021,12-12-2021,Fully Paid,12-01-2022,other,Verified,95000.0,0.2242,370.96,0.1306,11000,35,12779,0,2,2.2,2021,4,11,6,2021,3,14,6,2021,12,12,6,2022,1,12,2,36
NY,Lockheed Martin Corp.,MORTGAGE,09-06-2021,15-08-2021,11-05-2021,Fully Paid,11-06-2021,home improvement,Verified,120579.0,0.1399,325.66,0.1347,9600,55,11421,9,2,2.6,2021,6,9,2,2021,8,15,6,2021,5,11,1,2021,6,11,4,36
NY,nycb,MORTGAGE,11-11-2021,14-11-2021,14-11-2021,Fully Paid,14-12-2021,credit card,Not Verified,82000.0,0.2292,155.33,0.1629,4400,19,5591,9,3,3.0,2021,11,11,3,2021,11,14,6,2021,11,14,6,2021,12,14,1,36
VA,"Macado's Restaurants, Inc",MORTGAGE,11-06-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,Verified,60000.0,0.1434,717.63,0.1399,21000,14,25835,10,2,2.4,2021,6,11,4,2021,6,14,0,2021,6,14,0,2021,7,14,2,36
CA,No title,RENT,11-12-2021,16-01-2021,10-03-2021,Fully Paid,10-04-2021,small business,Verified,40000.0,0.1947,223.74,0.1727,17500,6,13227,6,3,3.4,2021,12,11,5,2021,1,16,5,2021,3,10,2,2021,4,10,5,60
WA,Safeway,MORTGAGE,11-11-2021,16-05-2021,13-09-2021,Fully Paid,13-10-2021,car,Verified,122400.0,0.2402,221.5,0.1065,6800,37,7777,5,1,1.2,2021,11,11,3,2021,5,16,6,2021,9,13,0,2021,10,13,2,36
NY,ASCAP,RENT,09-07-2021,13-04-2021,09-12-2021,Fully Paid,09-01-2022,Debt consolidation,Verified,27720.0,0.1368,229.0,0.1095,7000,14,7304,1,1,1.0,2021,7,9,4,2021,4,13,1,2021,12,9,3,2022,1,9,6,36
NV,Executive Jet Management,MORTGAGE,11-09-2021,16-04-2021,13-03-2021,Fully Paid,13-04-2021,car,Not Verified,97000.0,0.0878,186.61,0.0749,6000,20,6527,6,0,0.6,2021,9,11,5,2021,4,16,4,2021,3,13,5,2021,4,13,1,36
PA,East Penn Manufacturing,MORTGAGE,11-09-2021,14-05-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,Not Verified,72000.0,0.1927,59.12,0.0751,1900,20,2129,10,0,0.4,2021,9,11,5,2021,5,14,4,2021,1,14,3,2021,2,14,6,36
NY,FedCap Home Care,RENT,11-11-2021,16-04-2021,12-11-2021,Charged Off,12-12-2021,credit card,Not Verified,24947.3,0.2155,222.24,0.1269,6625,20,2440,3,1,1.8,2021,11,11,3,2021,4,16,4,2021,11,12,4,2021,12,12,6,36
NY,O-H-M BOCES,MORTGAGE,10-10-2021,16-04-2021,15-11-2021,Fully Paid,15-12-2021,Debt consolidation,Source Verified,65000.0,0.161,178.03,0.0888,12000,31,10681,10,1,1.0,2021,10,10,6,2021,4,16,4,2021,11,15,0,2021,12,15,2,60
MA,WAP Services,RENT,11-02-2021,16-04-2021,13-04-2021,Fully Paid,13-05-2021,Debt consolidation,Verified,30996.0,0.2087,138.79,0.0692,4500,20,4945,10,0,0.4,2021,2,11,3,2021,4,16,4,2021,4,13,1,2021,5,13,3,36
WI,"VA Hospital Madison, WI",MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,Debt consolidation,Verified,70000.0,0.1716,708.2,0.1465,30000,31,37530,1,2,2.4,2021,12,11,5,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
FL,Baptist Hospital,RENT,11-06-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,other,Verified,34200.0,0.1589,229.75,0.1749,6400,20,8271,2,3,3.8,2021,6,11,4,2021,5,16,6,2021,6,14,0,2021,7,14,2,36
NC,Disabled American Veterans,MORTGAGE,11-10-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,home improvement,Source Verified,170000.0,0.1393,165.38,0.1171,5000,36,5970,10,1,1.4,2021,10,11,0,2021,5,16,6,2021,12,14,1,2022,1,14,4,36
NY,Charles Hamilton ECA,RENT,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,other,Source Verified,29004.0,0.0815,213.05,0.0603,7000,25,7670,6,0,0.0,2021,12,11,5,2021,12,14,1,2021,12,14,1,2022,1,14,4,36
FL,Stanley Black & Decker,MORTGAGE,10-10-2021,15-02-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,Verified,76000.0,0.1429,195.51,0.0788,6250,23,7039,5,0,0.8,2021,10,10,6,2021,2,15,0,2021,10,13,2,2021,11,13,5,36
MI,"Greenleaf Ventures, Inc",MORTGAGE,08-05-2021,15-04-2021,11-05-2021,Fully Paid,11-06-2021,home improvement,Not Verified,27000.0,0.2178,194.71,0.1039,7500,8,7009,1,1,1.6,2021,5,8,5,2021,4,15,3,2021,5,11,1,2021,6,11,4,36
CA,emanuel medical center,RENT,10-12-2021,15-12-2021,15-12-2021,Fully Paid,15-01-2022,credit card,Source Verified,76800.0,0.108,106.22,0.0999,5000,16,6372,0,1,1.6,2021,12,10,4,2021,12,15,2,2021,12,15,2,2022,1,15,5,60
VA,Nordstrom,RENT,11-11-2021,13-12-2021,13-09-2021,Charged Off,13-10-2021,Debt consolidation,Source Verified,35000.0,0.1649,384.36,0.2128,14125,37,16444,5,5,5.2,2021,11,11,3,2021,12,13,0,2021,9,13,0,2021,10,13,2,60
CA,Rancho Federal Credit Union,RENT,11-03-2021,16-05-2021,16-05-2021,Current,16-06-2021,Debt consolidation,Not Verified,44137.0,0.0574,205.06,0.1306,9000,20,12179,4,2,2.2,2021,3,11,3,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
VA,central state hospital,RENT,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,Debt consolidation,Not Verified,60000.0,0.0982,295.73,0.1299,13000,17,17103,5,2,2.0,2021,6,11,4,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
MI,Henry Ford Village (Erickson Retirement),RENT,11-06-2021,16-04-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Not Verified,74000.0,0.1586,196.41,0.1099,6000,28,2357,2,1,1.4,2021,6,11,4,2021,4,16,4,2021,6,12,5,2021,7,12,0,36
NY,Fisher-Price,MORTGAGE,11-02-2021,13-02-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,Source Verified,56500.0,0.1493,164.05,0.1306,7200,39,3079,3,2,2.2,2021,2,11,3,2021,2,13,5,2021,11,12,4,2021,12,12,6,60
CA,Thomas Wirig Doll,RENT,11-12-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,credit card,Not Verified,52000.0,0.1297,463.07,0.1171,14000,8,15612,1,1,1.4,2021,12,11,5,2021,2,13,5,2021,2,13,5,2021,3,13,5,36
OK,Anadarko Public Schools,OWN,11-08-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,Debt consolidation,Not Verified,38400.0,0.1003,341.73,0.1399,10000,16,11044,5,2,2.4,2021,8,11,2,2021,7,12,0,2021,7,12,0,2021,8,12,3,36
IL,"Oracle USA, Inc",RENT,11-01-2021,12-04-2021,12-04-2021,Fully Paid,12-05-2021,credit card,Source Verified,36000.0,0.056,48.67,0.1037,1500,11,1650,0,1,1.4,2021,1,11,0,2021,4,12,0,2021,4,12,0,2021,5,12,2,36
MA,NHIC,OWN,11-06-2021,14-03-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,Not Verified,50000.0,0.127,152.09,0.0599,5000,44,5468,3,0,0.2,2021,6,11,4,2021,3,14,6,2021,3,14,6,2021,4,14,2,36
MA,WMC,RENT,08-05-2021,12-01-2021,09-04-2021,Fully Paid,09-05-2021,other,Not Verified,61000.0,0.0945,32.01,0.0945,1000,9,1070,0,1,1.0,2021,5,8,5,2021,1,12,1,2021,4,9,4,2021,5,9,6,36
NC,Liquid Ice Corporation,RENT,11-09-2021,14-09-2021,14-04-2021,Fully Paid,14-05-2021,medical,Source Verified,50000.0,0.1913,386.81,0.1065,11875,26,13858,6,1,1.2,2021,9,11,5,2021,9,14,1,2021,4,14,2,2021,5,14,4,36
LA,Elmwood Fitness Center,MORTGAGE,10-06-2021,15-07-2021,15-07-2021,Fully Paid,15-08-2021,credit card,Not Verified,70000.0,0.0538,301.86,0.1756,12000,15,18111,3,4,4.6,2021,6,10,3,2021,7,15,3,2021,7,15,3,2021,8,15,6,60
NC,Bouchon,RENT,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,credit card,Source Verified,38000.0,0.1345,268.36,0.1269,8000,19,9661,4,1,1.8,2021,10,11,0,2021,10,14,3,2021,10,14,3,2021,11,14,6,36
FL,Jimmy John's Sandwiches,OWN,11-07-2021,13-06-2021,13-07-2021,Fully Paid,13-08-2021,Debt consolidation,Not Verified,12000.0,0.28,54.09,0.0749,2700,7,3026,2,0,0.6,2021,7,11,6,2021,6,13,6,2021,7,13,1,2021,8,13,4,60
TX,Fort Worth Tire & Service Inc.,RENT,11-08-2021,14-12-2021,14-09-2021,Fully Paid,14-10-2021,credit card,Not Verified,41000.0,0.0647,237.52,0.1349,7000,10,8550,2,2,2.2,2021,8,11,2,2021,12,14,1,2021,9,14,1,2021,10,14,3,36
TX,Maxi-lift,RENT,11-11-2021,14-11-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,Not Verified,52800.0,0.1905,251.6,0.1758,7000,44,9057,3,3,3.6,2021,11,11,3,2021,11,14,6,2021,12,14,1,2022,1,14,4,36
CA,Kaiser Permanente,RENT,11-02-2021,16-05-2021,12-07-2021,Fully Paid,12-08-2021,credit card,Verified,70000.0,0.1053,419.48,0.1,13000,16,14474,2,1,1.2,2021,2,11,3,2021,5,16,6,2021,7,12,0,2021,8,12,3,36
NM,Booz Allen Hamilton,MORTGAGE,10-07-2021,13-10-2021,13-09-2021,Charged Off,13-10-2021,small business,Verified,90000.0,0.1796,450.79,0.1867,17500,33,14517,2,5,5.2,2021,7,10,5,2021,10,13,2,2021,9,13,0,2021,10,13,2,60
AZ,netjets aviation,MORTGAGE,11-08-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,home improvement,Verified,200000.0,0.1444,870.85,0.0749,28000,51,29455,10,0,0.6,2021,8,11,2,2021,7,12,0,2021,7,12,0,2021,8,12,3,36
CA,LAUSD,MORTGAGE,11-05-2021,15-12-2021,14-08-2021,Fully Paid,14-09-2021,home improvement,Source Verified,73248.0,0.0524,138.03,0.1349,6000,32,7952,10,2,2.2,2021,5,11,1,2021,12,15,2,2021,8,14,5,2021,9,14,1,60
NY,transitown usa,MORTGAGE,11-11-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,Debt consolidation,Verified,82000.0,0.1396,799.84,0.203,30000,24,33446,5,4,4.8,2021,11,11,3,2021,7,12,0,2021,7,12,0,2021,8,12,3,60
MA,REZ-1,RENT,09-10-2021,15-01-2021,12-08-2021,Fully Paid,12-09-2021,credit card,Verified,78000.0,0.0572,659.37,0.1148,20000,23,23719,5,1,1.2,2021,10,9,5,2021,1,15,4,2021,8,12,3,2021,9,12,6,36
CA,Allstate Insurance,RENT,08-08-2021,12-07-2021,11-06-2021,Fully Paid,11-07-2021,Debt consolidation,Not Verified,32400.0,0.2385,167.76,0.1412,4900,10,6033,3,3,3.8,2021,8,8,6,2021,7,12,0,2021,6,11,4,2021,7,11,6,36
TX,East Houston Hospital,MORTGAGE,11-03-2021,11-05-2021,11-05-2021,Fully Paid,11-06-2021,other,Verified,141996.0,0.1182,403.13,0.0729,13000,27,13080,3,0,0.6,2021,3,11,3,2021,5,11,1,2021,5,11,1,2021,6,11,4,36
FL,Hillsborough County Public Schools,MORTGAGE,11-03-2021,14-10-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,Verified,52000.0,0.1242,683.87,0.1788,27000,22,39450,10,4,4.8,2021,3,11,3,2021,10,14,3,2021,9,14,1,2021,10,14,3,60
DE,Nanticoke Memorial Hospital,MORTGAGE,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,medical,Verified,105000.0,0.2962,224.0,0.0751,7200,50,8056,4,0,0.4,2021,10,11,0,2021,5,16,6,2021,10,14,3,2021,11,14,6,36
AR,Harps,RENT,10-01-2021,16-03-2021,11-08-2021,Charged Off,11-09-2021,other,Not Verified,14400.0,0.0417,99.41,0.1183,3000,4,1504,2,1,1.4,2021,1,10,6,2021,3,16,1,2021,8,11,2,2021,9,11,5,36
MO,Scottrade,OWN,10-07-2021,16-03-2021,12-05-2021,Fully Paid,12-06-2021,home improvement,Verified,35000.0,0.018,344.1,0.0788,11000,22,12120,2,0,0.8,2021,7,10,5,2021,3,16,1,2021,5,12,2,2021,6,12,5,36
MD,Wegmans Food Markets,RENT,11-12-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,car,Not Verified,29000.0,0.0277,208.79,0.1527,6000,5,6908,5,2,2.6,2021,12,11,5,2021,5,16,6,2021,2,13,5,2021,3,13,5,36
CA,"La Follette, Johnson, De Haas, Fesler &",MORTGAGE,11-02-2021,16-05-2021,16-02-2021,Fully Paid,16-03-2021,Debt consolidation,Verified,107000.0,0.1508,186.67,0.1343,8125,33,11198,0,2,2.4,2021,2,11,3,2021,5,16,6,2021,2,16,1,2021,3,16,1,60
FL,Verizon Wireless,OWN,10-07-2021,16-03-2021,14-06-2021,Fully Paid,14-07-2021,small business,Verified,34000.0,0.0995,153.35,0.183,6000,19,9005,2,5,5.0,2021,7,10,5,2021,3,16,1,2021,6,14,0,2021,7,14,2,60
OH,Workflow One,RENT,11-12-2021,16-05-2021,13-01-2021,Charged Off,13-02-2021,small business,Verified,58500.0,0.1149,742.45,0.1727,29700,48,9652,5,3,3.4,2021,12,11,5,2021,5,16,6,2021,1,13,2,2021,2,13,5,60
FL,Palm Beach Community College,RENT,09-02-2021,12-02-2021,12-03-2021,Fully Paid,12-04-2021,credit card,Not Verified,40000.0,0.2007,231.08,0.0963,7200,13,8319,4,0,0.8,2021,2,9,1,2021,2,12,4,2021,3,12,4,2021,4,12,0,36
MA,Boston College,RENT,08-06-2021,11-06-2021,11-06-2021,Fully Paid,11-07-2021,car,Not Verified,65004.0,0.0155,80.77,0.1008,2500,15,2907,10,1,1.4,2021,6,8,1,2021,6,11,4,2021,6,11,4,2021,7,11,6,36
WV,West Virginia Corrections Academy,MORTGAGE,10-07-2021,11-11-2021,11-01-2021,Fully Paid,11-02-2021,Debt consolidation,Not Verified,38700.0,0.1079,228.71,0.1323,10000,19,10539,8,2,2.0,2021,7,10,5,2021,11,11,3,2021,1,11,0,2021,2,11,3,60
TX,Penske Truck Leasing,RENT,11-12-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,Source Verified,95000.0,0.0898,618.21,0.1758,17200,17,22255,10,3,3.6,2021,12,11,5,2021,5,16,6,2021,12,14,1,2022,1,14,4,36
NY,Comprehensive Radiology Review,RENT,10-02-2021,15-05-2021,11-06-2021,Fully Paid,11-07-2021,Debt consolidation,Not Verified,42000.0,0.1963,201.4,0.1273,6000,15,6834,8,2,2.0,2021,2,10,2,2021,5,15,5,2021,6,11,4,2021,7,11,6,36
NY,Huron Consulting Group,RENT,09-03-2021,16-04-2021,11-05-2021,Fully Paid,11-06-2021,credit card,Verified,62000.0,0.1035,488.49,0.1347,14400,17,17123,0,2,2.6,2021,3,9,1,2021,4,16,4,2021,5,11,1,2021,6,11,4,36
NC,Brio Tuscan Grille,RENT,08-04-2021,11-04-2021,11-04-2021,Fully Paid,11-05-2021,moving,Not Verified,39000.0,0.1169,293.42,0.1071,9000,14,10563,5,1,1.8,2021,4,8,3,2021,4,11,6,2021,4,11,6,2021,5,11,1,36
PA,Kelly Pre-Owned LLC,MORTGAGE,10-07-2021,16-05-2021,11-11-2021,Charged Off,11-12-2021,vacation,Source Verified,66000.0,0.096,187.69,0.0788,6000,23,2812,3,0,0.8,2021,7,10,5,2021,5,16,6,2021,11,11,3,2021,12,11,5,36
CA,city of dixon,MORTGAGE,10-05-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,car,Not Verified,80000.0,0.1761,201.4,0.1273,6000,29,7251,9,2,2.0,2021,5,10,0,2021,5,13,3,2021,5,13,3,2021,6,13,6,36
WA,Yakima County Superior Court,RENT,11-01-2021,14-03-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,Source Verified,45996.0,0.2484,552.01,0.0654,18000,30,19855,4,0,0.6,2021,1,11,0,2021,3,14,6,2021,10,13,2,2021,11,13,5,36
CO,The Gilpin Casino,MORTGAGE,10-04-2021,16-05-2021,10-11-2021,Charged Off,10-12-2021,Debt consolidation,Not Verified,64000.0,0.1669,488.4,0.1062,15000,30,3945,7,1,1.4,2021,4,10,5,2021,5,16,6,2021,11,10,2,2021,12,10,4,36
AZ,San Carlos Irrigation Project,RENT,09-01-2021,14-02-2021,10-01-2021,Fully Paid,10-02-2021,credit card,Verified,100896.0,0.1122,515.74,0.1442,15000,16,16886,7,3,3.2,2021,1,9,5,2021,2,14,6,2021,1,10,6,2021,2,10,2,36
CO,The Bailey Company,MORTGAGE,09-04-2021,12-03-2021,12-03-2021,Fully Paid,12-04-2021,credit card,Not Verified,71000.0,0.1048,326.49,0.1221,9800,19,11744,1,1,1.8,2021,4,9,4,2021,3,12,4,2021,3,12,4,2021,4,12,0,36
CA,Ultimate Link Corp,RENT,11-04-2021,13-04-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,Source Verified,40000.0,0.0849,330.63,0.1454,9600,24,6251,7,3,3.0,2021,4,11,6,2021,4,13,1,2021,11,12,4,2021,12,12,6,36
CA,st. francis high school,OWN,10-05-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,major purchase,Not Verified,60000.0,0.0392,48.0,0.1422,1400,26,1727,10,2,2.8,2021,5,10,0,2021,4,13,1,2021,4,13,1,2021,5,13,3,36
CA,Kenco Logistics,MORTGAGE,11-08-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,credit card,Not Verified,27840.0,0.1013,72.39,0.0542,2400,23,2606,2,0,0.0,2021,8,11,2,2021,8,14,5,2021,8,14,5,2021,9,14,1,36
WI,Milwaukee Fire Dept.,MORTGAGE,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,home improvement,Verified,73000.0,0.1927,451.42,0.1969,25000,41,26142,10,4,4.8,2021,6,11,4,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
VA,Cobham,RENT,10-03-2021,16-05-2021,12-10-2021,Fully Paid,12-11-2021,other,Not Verified,60000.0,0.1902,390.72,0.1062,12000,19,14015,1,1,1.4,2021,3,10,2,2021,5,16,6,2021,10,12,1,2021,11,12,4,36
OH,Charles Schwab,RENT,10-08-2021,16-05-2021,11-11-2021,Charged Off,11-12-2021,Debt consolidation,Verified,45000.0,0.1651,102.51,0.1398,3000,12,1371,10,2,2.4,2021,8,10,1,2021,5,16,6,2021,11,11,3,2021,12,11,5,36
KS,"Word of Life Ministries, Inc.",MORTGAGE,11-04-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,credit card,Verified,36000.0,0.2097,57.39,0.1111,1750,20,1988,9,1,1.8,2021,4,11,6,2021,2,13,5,2021,2,13,5,2021,3,13,5,36
CA,Alterian,MORTGAGE,10-05-2021,13-06-2021,12-07-2021,Fully Paid,12-08-2021,other,Verified,102996.0,0.1873,171.43,0.1422,5000,20,6044,1,2,2.8,2021,5,10,0,2021,6,13,6,2021,7,12,0,2021,8,12,3,36
PA,"PPG Industries, Inc.",RENT,11-11-2021,16-05-2021,14-11-2021,Fully Paid,14-12-2021,car,Not Verified,69000.0,0.1108,128.96,0.0662,4200,15,4642,6,0,0.2,2021,11,11,3,2021,5,16,6,2021,11,14,6,2021,12,14,1,36
IL,"Tekglobe, Inc.",MORTGAGE,11-09-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,Source Verified,120000.0,0.0619,1003.96,0.1677,28250,19,36143,7,3,3.2,2021,9,11,5,2021,5,16,6,2021,10,14,3,2021,11,14,6,36
NV,The Animal Foundation,RENT,11-11-2021,15-03-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,Not Verified,36840.0,0.1407,400.82,0.1727,11200,5,14429,2,3,3.4,2021,11,11,3,2021,3,15,0,2021,12,14,1,2022,1,14,4,36
