address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months
NY,Telcordia,MORTGAGE,10-01-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,credit card,Not Verified,122000.0,0.0146,186.66,0.0751,6000,17,6720,10,0,0.6,2021,1,10,6,2021,2,13,5,2021,2,13,5,2021,3,13,5,36
OK,grda,MORTGAGE,10-07-2021,11-10-2021,11-10-2021,Fully Paid,11-11-2021,credit card,Not Verified,60000.0,0.1402,420.0,0.0751,13500,35,14487,10,0,0.6,2021,7,10,5,2021,10,11,0,2021,10,11,0,2021,11,11,3,36
GA,US Army,MORTGAGE,10-03-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,credit card,Not Verified,95000.0,0.0918,281.53,0.0788,9000,34,9344,10,0,0.8,2021,3,10,2,2021,3,11,3,2021,3,11,3,2021,4,11,6,36
NJ,Pennsauken Twp,MORTGAGE,10-01-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,credit card,Not Verified,88000.0,0.1535,317.72,0.0894,10000,29,11439,10,0,0.8,2021,1,10,6,2021,2,13,5,2021,1,13,2,2021,2,13,5,36
MA,Boston College,MORTGAGE,10-02-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,credit card,Not Verified,135000.0,0.1409,406.65,0.0788,13000,45,14639,10,0,0.8,2021,2,10,2,2021,5,16,6,2021,2,13,5,2021,3,13,5,36
NY,city of white plains,MORTGAGE,10-08-2021,16-05-2021,11-12-2021,Fully Paid,11-01-2022,credit card,Not Verified,90000.0,0.0676,187.69,0.0788,6000,43,6486,10,0,0.8,2021,8,10,1,2021,5,16,6,2021,12,11,5,2022,1,11,1,36
AL,St. Vincent's Health System,MORTGAGE,10-03-2021,15-11-2021,12-07-2021,Fully Paid,12-08-2021,credit card,Not Verified,55000.0,0.0356,110.17,0.0639,3600,32,3940,2,0,0.0,2021,3,10,2,2021,11,15,0,2021,7,12,0,2021,8,12,3,36
AZ,Maricopa County Internal Audit,MORTGAGE,10-12-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,credit card,Not Verified,51000.0,0.1826,260.01,0.0617,12000,33,9324,2,0,0.4,2021,12,10,4,2021,5,13,3,2021,5,13,3,2021,6,13,6,36
CA,Hewlett Foundation,MORTGAGE,10-03-2021,10-07-2021,10-08-2021,Fully Paid,10-09-2021,credit card,Not Verified,250000.0,0.0277,123.76,0.0714,4000,47,4070,2,0,0.4,2021,3,10,2,2021,7,10,5,2021,8,10,1,2021,9,10,4,36
CA,Elk Valley Rancheria,MORTGAGE,10-09-2021,16-05-2021,13-08-2021,Fully Paid,13-09-2021,credit card,Not Verified,30000.0,0.004,250.25,0.0788,8000,12,9007,2,0,0.8,2021,9,10,4,2021,5,16,6,2021,8,13,4,2021,9,13,0,36
NC,INC Research,MORTGAGE,11-09-2021,14-11-2021,12-06-2021,Fully Paid,12-07-2021,credit card,Not Verified,52000.0,0.0397,190.52,0.089,6000,14,6325,2,0,0.8,2021,9,11,5,2021,11,14,6,2021,6,12,5,2021,7,12,0,36
KY,No title,MORTGAGE,09-09-2021,11-05-2021,11-05-2021,Fully Paid,11-06-2021,credit card,Not Verified,50000.0,0.2318,349.49,0.0894,11000,62,12194,2,0,0.8,2021,9,9,3,2021,5,11,1,2021,5,11,1,2021,6,11,4,36
CA,Sun Microsystems Inc,MORTGAGE,10-02-2021,10-04-2021,10-03-2021,Fully Paid,10-04-2021,credit card,Not Verified,115000.0,0.0625,193.85,0.0676,6300,21,6336,3,0,0.2,2021,2,10,2,2021,4,10,5,2021,3,10,2,2021,4,10,5,36
RI,Schnitzer Steel Ind.,MORTGAGE,11-04-2021,16-04-2021,12-04-2021,Fully Paid,12-05-2021,credit card,Not Verified,85000.0,0.1172,222.06,0.0692,7200,28,7599,3,0,0.4,2021,4,11,6,2021,4,16,4,2021,4,12,0,2021,5,12,2,36
AZ,Creighton School District,MORTGAGE,09-10-2021,11-06-2021,10-04-2021,Fully Paid,10-05-2021,credit card,Not Verified,45000.0,0.0472,126.45,0.0859,4000,17,4161,3,0,0.6,2021,10,9,5,2021,6,11,4,2021,4,10,5,2021,5,10,0,36
AR,ClearPointe Technology,MORTGAGE,11-01-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,credit card,Not Verified,71352.0,0.0797,276.01,0.0654,9000,29,9928,3,0,0.6,2021,1,11,0,2021,10,13,2,2021,10,13,2,2021,11,13,5,36
AZ,NetScope Inc,MORTGAGE,10-11-2021,11-01-2021,11-01-2021,Fully Paid,11-02-2021,credit card,Not Verified,45000.0,0.0757,175.77,0.0691,5700,23,5733,3,0,0.8,2021,11,10,2,2021,1,11,0,2021,1,11,0,2021,2,11,3,36
TX,dell perot systems,MORTGAGE,10-02-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,credit card,Not Verified,56566.0,0.2149,100.1,0.0788,3200,32,3604,3,0,0.8,2021,2,10,2,2021,3,13,5,2021,3,13,5,2021,4,13,1,36
CA,fountain valley school district,MORTGAGE,10-11-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,credit card,Not Verified,30000.0,0.1352,154.18,0.0691,5000,16,5551,3,0,0.8,2021,11,10,2,2021,11,13,5,2021,11,13,5,2021,12,13,0,36
CO,Level (3) Communications,MORTGAGE,10-06-2021,15-04-2021,13-06-2021,Fully Paid,13-07-2021,credit card,Not Verified,95000.0,0.215,455.93,0.0788,18000,37,16414,3,0,0.8,2021,6,10,3,2021,4,15,3,2021,6,13,6,2021,7,13,1,36
FL,Memorial Hospital,MORTGAGE,11-09-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,credit card,Not Verified,108000.0,0.1129,304.18,0.0599,10000,17,10542,4,0,0.2,2021,9,11,5,2021,6,13,6,2021,6,13,6,2021,7,13,1,36
MA,"NEPC, LLC",MORTGAGE,10-09-2021,11-05-2021,11-04-2021,Fully Paid,11-05-2021,credit card,Not Verified,50000.0,0.1234,123.77,0.0714,4000,32,4146,4,0,0.4,2021,9,10,4,2021,5,11,1,2021,4,11,6,2021,5,11,1,36
GA,Turner Broadcasting,MORTGAGE,11-07-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,credit card,Not Verified,97000.0,0.1059,154.37,0.0699,5000,38,5280,4,0,0.4,2021,7,11,6,2021,7,12,0,2021,7,12,0,2021,8,12,3,36
PA,Spring Psychological Assoc,MORTGAGE,09-12-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,credit card,Not Verified,40000.0,0.0933,379.33,0.0859,12000,14,13426,4,0,0.6,2021,12,9,3,2021,2,12,4,2021,2,12,4,2021,3,12,4,36
TX,Sanden,MORTGAGE,10-10-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,credit card,Not Verified,58000.0,0.127,338.88,0.0654,11050,23,11934,4,0,0.6,2021,10,10,6,2021,2,13,5,2021,2,13,5,2021,3,13,5,36
MD,Computer Sciences Corporation,MORTGAGE,09-11-2021,13-03-2021,11-07-2021,Fully Paid,11-08-2021,credit card,Not Verified,84600.0,0.0,190.63,0.0894,6000,26,6655,4,0,0.8,2021,11,9,1,2021,3,13,5,2021,7,11,6,2021,8,11,2,36
CA,"Arden Realty, Inc",MORTGAGE,11-08-2021,16-03-2021,11-10-2021,Fully Paid,11-11-2021,credit card,Not Verified,40200.0,0.02,57.8,0.0599,1900,34,1919,5,0,0.2,2021,8,11,2,2021,3,16,1,2021,10,11,0,2021,11,11,3,36
CO,UNIT4 CODA,MORTGAGE,10-11-2021,16-01-2021,13-12-2021,Fully Paid,13-01-2022,credit card,Not Verified,58000.08,0.0538,96.08,0.0617,3150,12,3459,5,0,0.4,2021,11,10,2,2021,1,16,5,2021,12,13,0,2022,1,13,3,36
NJ,ChoiceShirts,MORTGAGE,09-09-2021,16-05-2021,12-10-2021,Fully Paid,12-11-2021,credit card,Not Verified,39000.0,0.0834,177.02,0.0859,5600,14,6373,5,0,0.6,2021,9,9,3,2021,5,16,6,2021,10,12,1,2021,11,12,4,36
FL,Siemens,MORTGAGE,11-04-2021,13-08-2021,13-09-2021,Fully Paid,13-10-2021,credit card,Not Verified,47000.0,0.1999,467.7,0.0766,15000,13,16732,5,0,0.8,2021,4,11,6,2021,8,13,4,2021,9,13,0,2021,10,13,2,36
IL,GE Capital,MORTGAGE,11-08-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,credit card,Not Verified,65000.0,0.1224,315.63,0.0849,10000,46,11167,5,0,0.8,2021,8,11,2,2021,5,16,6,2021,7,13,1,2021,8,13,4,36
AZ,Pinnacle West,MORTGAGE,10-12-2021,15-01-2021,12-02-2021,Fully Paid,12-03-2021,credit card,Not Verified,60000.0,0.1654,61.68,0.0691,2000,37,2127,5,0,0.8,2021,12,10,4,2021,1,15,4,2021,2,12,4,2021,3,12,4,36
AL,Mt. Zion Baptist Church,MORTGAGE,11-11-2021,14-11-2021,14-11-2021,Fully Paid,14-12-2021,credit card,Not Verified,43000.0,0.1845,456.54,0.0603,15000,39,16435,6,0,0.0,2021,11,11,3,2021,11,14,6,2021,11,14,6,2021,12,14,1,36
TX,American Laser Centers,MORTGAGE,11-03-2021,14-03-2021,14-04-2021,Fully Paid,14-05-2021,credit card,Not Verified,30000.0,0.2184,60.32,0.0542,2000,46,2172,6,0,0.0,2021,3,11,3,2021,3,14,6,2021,4,14,2,2021,5,14,4,36
CA,LSL CPA's,MORTGAGE,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,credit card,Not Verified,90000.0,0.1476,368.45,0.0662,12000,25,13264,6,0,0.2,2021,10,11,0,2021,10,14,3,2021,10,14,3,2021,11,14,6,36
KS,Ransom Memorial Hospital,MORTGAGE,11-03-2021,11-08-2021,11-08-2021,Fully Paid,11-09-2021,credit card,Not Verified,32400.0,0.2919,111.8,0.0692,3625,40,3706,6,0,0.4,2021,3,11,3,2021,8,11,2,2021,8,11,2,2021,9,11,5,36
IL,"Brorsen Appraisal Service, P.C.",MORTGAGE,11-04-2021,16-05-2021,14-05-2021,Fully Paid,14-06-2021,credit card,Not Verified,48000.0,0.1343,192.27,0.0729,6200,19,6921,6,0,0.6,2021,4,11,6,2021,5,16,6,2021,5,14,4,2021,6,14,0,36
TX,Midlothian ISD,MORTGAGE,10-06-2021,15-08-2021,12-01-2021,Fully Paid,12-02-2021,credit card,Not Verified,140000.0,0.1095,404.45,0.0751,13000,37,14120,6,0,0.6,2021,6,10,3,2021,8,15,6,2021,1,12,1,2021,2,12,4,36
WI,Gustave A Larson Company,MORTGAGE,10-02-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,credit card,Not Verified,43000.0,0.1387,375.37,0.0788,12000,32,13445,6,0,0.8,2021,2,10,2,2021,10,12,1,2021,10,12,1,2021,11,12,4,36
CO,FIRST RF Corp.,MORTGAGE,11-11-2021,16-05-2021,14-11-2021,Fully Paid,14-12-2021,credit card,Not Verified,98280.0,0.0619,288.62,0.0662,9400,19,10390,7,0,0.2,2021,11,11,3,2021,5,16,6,2021,11,14,6,2021,12,14,1,36
PA,Lehigh Magnetic Imaging Center,MORTGAGE,11-06-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,credit card,Not Verified,69000.0,0.1544,298.58,0.0749,9600,42,10749,7,0,0.6,2021,6,11,4,2021,5,16,6,2021,6,14,0,2021,7,14,2,36
NJ,"Guy Carpenter & Company, LLC",MORTGAGE,11-09-2021,16-05-2021,13-03-2021,Fully Paid,13-04-2021,credit card,Not Verified,100000.0,0.0961,189.38,0.0849,6000,23,6599,7,0,0.8,2021,9,11,5,2021,5,16,6,2021,3,13,5,2021,4,13,1,36
TX,NASA,MORTGAGE,10-03-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,credit card,Not Verified,98000.0,0.1669,437.93,0.0788,14000,26,15767,7,0,0.8,2021,3,10,2,2021,3,13,5,2021,3,13,5,2021,4,13,1,36
KY,Dept. of Public Health - KY,MORTGAGE,10-05-2021,12-10-2021,12-05-2021,Fully Paid,12-06-2021,credit card,Not Verified,38400.0,0.0438,76.93,0.0676,2500,24,2725,9,0,0.2,2021,5,10,0,2021,10,12,1,2021,5,12,2,2021,6,12,5,36
IL,Barnes Jewish Hospital,MORTGAGE,10-04-2021,16-02-2021,13-05-2021,Fully Paid,13-06-2021,credit card,Not Verified,45000.0,0.1395,248.88,0.0751,8000,17,8960,9,0,0.6,2021,4,10,5,2021,2,16,1,2021,5,13,3,2021,6,13,6,36
MO,Terracon,MORTGAGE,10-02-2021,12-08-2021,12-08-2021,Fully Paid,12-09-2021,credit card,Not Verified,47000.0,0.1986,170.17,0.0714,5500,27,6098,0,0,0.4,2021,2,10,2,2021,8,12,3,2021,8,12,3,2021,9,12,6,36
NY,No title,MORTGAGE,10-01-2021,13-08-2021,13-02-2021,Fully Paid,13-03-2021,credit card,Not Verified,65000.0,0.0709,324.01,0.0859,10250,11,11665,0,0,0.6,2021,1,10,6,2021,8,13,4,2021,2,13,5,2021,3,13,5,36
CA,Lender Processing Services,MORTGAGE,10-12-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,credit card,Not Verified,85000.0,0.1175,392.55,0.0654,12800,22,14131,0,0,0.6,2021,12,10,4,2021,5,16,6,2021,1,14,3,2021,2,14,6,36
FL,No title,MORTGAGE,09-11-2021,10-04-2021,10-04-2021,Fully Paid,10-05-2021,credit card,Not Verified,74000.0,0.1328,57.19,0.0894,1800,27,1852,0,0,0.8,2021,11,9,1,2021,4,10,5,2021,4,10,5,2021,5,10,0,36
GA,Fujitsu Consulting,MORTGAGE,08-12-2021,15-11-2021,10-08-2021,Fully Paid,10-09-2021,credit card,Not Verified,150000.0,0.0614,192.57,0.0963,6000,23,6635,0,0,0.8,2021,12,8,2,2021,11,15,0,2021,8,10,1,2021,9,10,4,36
OR,No title,MORTGAGE,10-09-2021,16-05-2021,13-10-2021,Fully Paid,13-11-2021,credit card,Not Verified,70000.0,0.0557,278.48,0.0714,9000,17,10026,10,0,0.4,2021,9,10,4,2021,5,16,6,2021,10,13,2,2021,11,13,5,36
CT,Yale University,MORTGAGE,10-08-2021,16-04-2021,12-03-2021,Fully Paid,12-04-2021,credit card,Not Verified,96000.0,0.0488,250.25,0.0788,8000,20,8740,4,0,0.8,2021,8,10,1,2021,4,16,4,2021,3,12,4,2021,4,12,0,36
NY,Ultralife Corporation,MORTGAGE,11-08-2021,15-07-2021,13-04-2021,Fully Paid,13-05-2021,credit card,Not Verified,67000.0,0.0838,127.76,0.0599,4200,19,4516,1,0,0.2,2021,8,11,2,2021,7,15,3,2021,4,13,1,2021,5,13,3,36
PA,United States Government - CDC/NIOSH,MORTGAGE,10-12-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,credit card,Not Verified,61000.0,0.1222,242.62,0.0579,8000,39,8734,1,0,0.2,2021,12,10,4,2021,5,16,6,2021,1,14,3,2021,2,14,6,36
CO,Lockheed Martin,MORTGAGE,08-10-2021,16-05-2021,10-07-2021,Fully Paid,10-08-2021,credit card,Not Verified,98406.0,0.1936,172.68,0.0938,5400,26,5997,1,0,0.8,2021,10,8,4,2021,5,16,6,2021,7,10,5,2021,8,10,1,36
CT,Cytec industries Inc,MORTGAGE,10-06-2021,11-05-2021,11-04-2021,Fully Paid,11-05-2021,credit card,Not Verified,146000.0,0.0421,116.28,0.0639,3800,31,3979,10,0,0.0,2021,6,10,3,2021,5,11,1,2021,4,11,6,2021,5,11,1,36
MO,St. Francis Medical Center,MORTGAGE,10-05-2021,16-05-2021,13-06-2021,Fully Paid,13-07-2021,credit card,Not Verified,65000.0,0.1959,498.56,0.0751,18000,34,17948,10,0,0.6,2021,5,10,0,2021,5,16,6,2021,6,13,6,2021,7,13,1,36
FL,"Williams, Smith & Summers",MORTGAGE,09-11-2021,16-04-2021,12-11-2021,Fully Paid,12-12-2021,credit card,Not Verified,54000.0,0.2344,222.41,0.0894,7000,20,8004,10,0,0.8,2021,11,9,1,2021,4,16,4,2021,11,12,4,2021,12,12,6,36
PA,URS Corporation,MORTGAGE,09-11-2021,16-05-2021,12-02-2021,Fully Paid,12-03-2021,credit card,Not Verified,114400.0,0.1187,254.18,0.0894,8000,24,9019,10,0,0.8,2021,11,9,1,2021,5,16,6,2021,2,12,4,2021,3,12,4,36
SC,SC Law Enforcement Division,MORTGAGE,09-01-2021,16-05-2021,11-12-2021,Fully Paid,11-01-2022,credit card,Not Verified,60000.0,0.1124,320.95,0.0963,10000,28,11551,10,0,0.8,2021,1,9,5,2021,5,16,6,2021,12,11,5,2022,1,11,1,36
IL,at&t,MORTGAGE,09-10-2021,11-04-2021,11-04-2021,Fully Paid,11-05-2021,credit card,Not Verified,60000.0,0.1616,476.58,0.0894,15000,47,16508,10,0,0.8,2021,10,9,5,2021,4,11,6,2021,4,11,6,2021,5,11,1,36
OH,"Det Norske Veritas (USA), Inc.",MORTGAGE,11-10-2021,16-05-2021,13-04-2021,Fully Paid,13-05-2021,credit card,Not Verified,61000.0,0.1505,125.17,0.079,4000,18,4372,2,0,0.6,2021,10,11,0,2021,5,16,6,2021,4,13,1,2021,5,13,3,36
VA,U.S. Department of Agriculture,MORTGAGE,10-03-2021,13-03-2021,13-04-2021,Fully Paid,13-05-2021,credit card,Not Verified,79000.0,0.1818,100.1,0.0788,3200,31,3604,2,0,0.8,2021,3,10,2,2021,3,13,5,2021,4,13,1,2021,5,13,3,36
CO,Hansen Construction,MORTGAGE,11-04-2021,15-08-2021,14-01-2021,Fully Paid,14-02-2021,credit card,Not Verified,86000.0,0.0253,248.08,0.0729,8000,21,8916,3,0,0.6,2021,4,11,6,2021,8,15,6,2021,1,14,3,2021,2,14,6,36
CA,Heiting & Irwin,MORTGAGE,11-04-2021,14-02-2021,14-01-2021,Fully Paid,14-02-2021,credit card,Not Verified,84000.0,0.1661,215.89,0.0692,7000,16,7765,4,0,0.4,2021,4,11,6,2021,2,14,6,2021,1,14,3,2021,2,14,6,36
IL,Chicago Public Schools,MORTGAGE,10-07-2021,16-05-2021,11-03-2021,Fully Paid,11-04-2021,credit card,Not Verified,65000.0,0.137,350.35,0.0788,11200,63,11584,4,0,0.8,2021,7,10,5,2021,5,16,6,2021,3,11,3,2021,4,11,6,36
OH,Fifth Third Bank,MORTGAGE,10-01-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,credit card,Not Verified,85000.0,0.0803,369.84,0.0859,11700,33,13276,7,0,0.6,2021,1,10,6,2021,5,16,6,2021,8,12,3,2021,9,12,6,36
FL,Bethesda Womans Health Center,MORTGAGE,11-09-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,credit card,Not Verified,30000.0,0.2795,134.33,0.0662,4375,36,4836,8,0,0.2,2021,9,11,5,2021,5,16,6,2021,10,14,3,2021,11,14,6,36
CA,No title,MORTGAGE,08-06-2021,11-06-2021,09-06-2021,Fully Paid,09-07-2021,credit card,Not Verified,200000.0,0.0249,93.57,0.0768,3000,26,3198,0,0,0.2,2021,6,8,1,2021,6,11,4,2021,6,9,2,2021,7,9,4,36
AZ,City of Mesa,MORTGAGE,09-11-2021,15-07-2021,12-07-2021,Fully Paid,12-08-2021,credit card,Not Verified,40224.0,0.0889,217.42,0.074,7000,36,7801,0,0,0.2,2021,11,9,1,2021,7,15,3,2021,7,12,0,2021,8,12,3,36
WI,Plexus,MORTGAGE,09-04-2021,09-05-2021,09-05-2021,Fully Paid,09-06-2021,credit card,Not Verified,67000.0,0.1945,191.69,0.0932,6000,32,6047,0,0,0.6,2021,4,9,4,2021,5,9,6,2021,5,9,6,2021,6,9,2,36
VA,Hotelicopter.com,MORTGAGE,10-02-2021,15-08-2021,12-08-2021,Fully Paid,12-09-2021,credit card,Not Verified,65000.0,0.2005,264.43,0.0751,8500,30,9450,1,0,0.6,2021,2,10,2,2021,8,15,6,2021,8,12,3,2021,9,12,6,36
WI,FG Products Inc,MORTGAGE,11-11-2021,16-05-2021,14-05-2021,Fully Paid,14-06-2021,credit card,Not Verified,73000.0,0.0534,395.67,0.0603,13000,23,14189,10,0,0.0,2021,11,11,3,2021,5,16,6,2021,5,14,4,2021,6,14,0,36
VA,Chesterfield County Public Schools,MORTGAGE,11-02-2021,16-01-2021,13-11-2021,Fully Paid,13-12-2021,credit card,Not Verified,71000.0,0.0482,257.78,0.0579,8500,37,9273,10,0,0.2,2021,2,11,3,2021,1,16,5,2021,11,13,5,2021,12,13,0,36
GA,ga dot,MORTGAGE,11-08-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,credit card,Not Verified,33000.0,0.0822,157.82,0.0849,5000,44,5680,10,0,0.8,2021,8,11,2,2021,5,16,6,2021,8,14,5,2021,9,14,1,36
WI,Wisconsin Dept. of Corrections,MORTGAGE,09-01-2021,14-03-2021,11-10-2021,Fully Paid,11-11-2021,credit card,Not Verified,45000.0,0.0816,417.23,0.0963,13000,27,14987,10,0,0.8,2021,1,9,5,2021,3,14,6,2021,10,11,0,2021,11,11,3,36
CA,Southern California Edison,MORTGAGE,09-11-2021,15-07-2021,12-08-2021,Fully Paid,12-09-2021,credit card,Not Verified,42000.0,0.1823,190.63,0.0894,6000,29,6865,2,0,0.8,2021,11,9,1,2021,7,15,3,2021,8,12,3,2021,9,12,6,36
PA,H.I.S. Intl.,MORTGAGE,10-11-2021,15-12-2021,13-04-2021,Fully Paid,13-05-2021,credit card,Not Verified,80000.0,0.0814,305.0,0.0617,10000,25,10924,3,0,0.4,2021,11,10,2,2021,12,15,2,2021,4,13,1,2021,5,13,3,36
UT,IBM,MORTGAGE,09-05-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,credit card,Not Verified,40000.0,0.1026,101.85,0.08,3250,25,3666,3,0,0.4,2021,5,9,6,2021,5,12,2,2021,5,12,2,2021,6,12,5,36
FL,florida hospital,MORTGAGE,11-03-2021,15-11-2021,12-06-2021,Fully Paid,12-07-2021,credit card,Not Verified,60000.0,0.155,124.72,0.0766,4000,33,4194,3,0,0.8,2021,3,11,3,2021,11,15,0,2021,6,12,5,2021,7,12,0,36
NY,Monitcello Central School District,MORTGAGE,09-08-2021,14-07-2021,11-12-2021,Fully Paid,11-01-2022,credit card,Not Verified,49000.0,0.1964,223.63,0.0932,7000,29,7901,4,0,0.6,2021,8,9,0,2021,7,14,2,2021,12,11,5,2022,1,11,1,36
FL,henry arnold ford co inc,MORTGAGE,11-07-2021,16-05-2021,11-11-2021,Fully Paid,11-12-2021,credit card,Not Verified,25000.0,0.2515,235.94,0.0849,7475,27,7630,5,0,0.8,2021,7,11,6,2021,5,16,6,2021,11,11,3,2021,12,11,5,36
UT,Adobe,MORTGAGE,11-02-2021,13-07-2021,13-07-2021,Fully Paid,13-08-2021,credit card,Not Verified,120000.0,0.1232,299.33,0.0766,9600,32,10709,6,0,0.8,2021,2,11,3,2021,7,13,1,2021,7,13,1,2021,8,13,4,36
LA,Great American Insurance Co,MORTGAGE,11-09-2021,16-05-2021,14-09-2021,Fully Paid,14-10-2021,credit card,Not Verified,70000.0,0.1353,392.08,0.0542,13000,39,14115,7,0,0.0,2021,9,11,5,2021,5,16,6,2021,9,14,1,2021,10,14,3,36
AZ,PING Golf,MORTGAGE,11-08-2021,16-01-2021,13-07-2021,Fully Paid,13-08-2021,credit card,Not Verified,48800.0,0.2604,279.92,0.0749,9000,30,9900,7,0,0.6,2021,8,11,2,2021,1,16,5,2021,7,13,1,2021,8,13,4,36
TX,Bertling,MORTGAGE,10-06-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,credit card,Not Verified,36000.0,0.0507,278.48,0.0714,9000,13,10026,0,0,0.4,2021,6,10,3,2021,5,16,6,2021,7,13,1,2021,8,13,4,36
TX,MUSTANG ENGINEERING,MORTGAGE,09-09-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,credit card,Not Verified,135000.0,0.1379,349.49,0.0894,11000,34,12450,0,0,0.8,2021,9,9,3,2021,5,16,6,2021,3,12,4,2021,4,12,0,36
IL,Galesburg Cottage Hospital,MORTGAGE,10-11-2021,16-01-2021,13-12-2021,Fully Paid,13-01-2022,credit card,Not Verified,60000.0,0.0814,181.21,0.0579,9250,13,6523,2,0,0.2,2021,11,10,2,2021,1,16,5,2021,12,13,0,2022,1,13,3,36
IL,MRK Express Inc,MORTGAGE,09-01-2021,10-08-2021,09-12-2021,Fully Paid,09-01-2022,credit card,Not Verified,76800.0,0.0,320.95,0.0963,10000,21,10714,4,0,0.8,2021,1,9,5,2021,8,10,1,2021,12,9,3,2022,1,9,6,36
CA,The Doctors Company,MORTGAGE,11-09-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,credit card,Not Verified,105000.0,0.0291,304.18,0.0599,10000,20,10238,6,0,0.2,2021,9,11,5,2021,2,12,4,2021,2,12,4,2021,3,12,4,36
KS,Wachter Electric,MORTGAGE,11-10-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,credit card,Not Verified,55000.0,0.1702,245.63,0.0662,8000,29,8626,7,0,0.2,2021,10,11,0,2021,5,16,6,2021,5,13,3,2021,6,13,6,36
AK,MEDDAC -AK,MORTGAGE,09-11-2021,16-05-2021,12-12-2021,Fully Paid,12-01-2022,credit card,Not Verified,50400.0,0.2238,349.49,0.0894,11000,14,12581,7,0,0.8,2021,11,9,1,2021,5,16,6,2021,12,12,6,2022,1,12,2,36
IL,Deutsche Boerse,MORTGAGE,10-05-2021,13-03-2021,13-02-2021,Fully Paid,13-03-2021,credit card,Not Verified,122000.0,0.0755,250.25,0.0788,8000,25,8988,1,0,0.8,2021,5,10,0,2021,3,13,5,2021,2,13,5,2021,3,13,5,36
KS,hawker beechcraft corporation,MORTGAGE,09-05-2021,15-09-2021,11-01-2021,Fully Paid,11-02-2021,credit card,Not Verified,52000.0,0.12,96.29,0.0963,3000,11,3354,10,0,0.8,2021,5,9,6,2021,9,15,2,2021,1,11,0,2021,2,11,3,36
KS,M6 Concrete Accessories,MORTGAGE,08-05-2021,16-05-2021,11-05-2021,Fully Paid,11-06-2021,credit card,Not Verified,39000.0,0.1083,151.13,0.0832,7100,18,5440,6,0,0.6,2021,5,8,5,2021,5,16,6,2021,5,11,1,2021,6,11,4,36
MI,DTE Energy Co.,MORTGAGE,09-06-2021,16-04-2021,11-09-2021,Fully Paid,11-10-2021,credit card,Not Verified,62000.0,0.1413,212.64,0.1095,6500,13,7552,1,1,1.0,2021,6,9,2,2021,4,16,4,2021,9,11,5,2021,10,11,0,36
CA,Michelle Kaufmann Designs,MORTGAGE,08-11-2021,13-02-2021,11-05-2021,Fully Paid,11-06-2021,credit card,Not Verified,75000.0,0.2023,126.78,0.1051,3900,15,4541,1,1,1.2,2021,11,8,0,2021,2,13,5,2021,5,11,1,2021,6,11,4,36
TX,Aker Solutions,MORTGAGE,11-03-2021,16-05-2021,14-04-2021,Fully Paid,14-05-2021,credit card,Not Verified,95000.0,0.2452,486.62,0.1037,15000,26,17518,1,1,1.4,2021,3,11,3,2021,5,16,6,2021,4,14,2,2021,5,14,4,36
IL,"City of Aurora, IL",MORTGAGE,09-10-2021,14-07-2021,12-11-2021,Fully Paid,12-12-2021,credit card,Not Verified,77078.47,0.118,114.06,0.1218,3425,24,4106,1,1,1.6,2021,10,9,5,2021,7,14,2,2021,11,12,4,2021,12,12,6,36
